id,source_neural_network,num_of_calls,parameters,running_time
#266,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,160,{'input_size': [[2048]]},8.43048095703125e-06
#267,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,280,{'input_size': [[8]]},8.692741394042969e-06
#268,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,640,{'input_size': [[32]]},8.502006530761718e-06
#269,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,320,{'input_size': [[16]]},8.759498596191407e-06
#270,tsn_r50_1x1x3_75e_ucf101_rgb,1050,{'input_size': [[64]]},8.544921875e-06
#271,tsn_r50_1x1x3_75e_ucf101_rgb,296,"{'input_size': [[256, 64, 1, 1]]}",8.530616760253907e-06
#272,tsn_r50_1x1x3_75e_ucf101_rgb,2400,{'input_size': [[256]]},8.502006530761718e-06
#273,tsn_r50_1x1x3_75e_ucf101_rgb,1650,{'input_size': [[512]]},3.278493881225586e-05
#274,tsn_r50_1x1x3_75e_ucf101_rgb,1200,{'input_size': [[128]]},8.533000946044922e-06
#275,tsn_r50_1x1x3_75e_ucf101_rgb,1050,{'input_size': [[1024]]},8.759498596191407e-06
#276,tsn_r50_1x1x3_75e_ucf101_rgb,600,{'input_size': [[2048]]},8.673667907714844e-06
#277,tsn_r50_1x1x3_75e_ucf101_rgb,370,"{'input_size': [[256, 1024, 1, 1]]}",8.630752563476563e-06
#278,tsn_r50_1x1x3_75e_ucf101_rgb,444,"{'input_size': [[1024, 256, 1, 1]]}",8.49008560180664e-06
#279,tsn_r50_1x1x3_75e_ucf101_rgb,444,"{'input_size': [[256, 256, 3, 3]]}",8.59975814819336e-06
#280,dbnet_r18_fpnc_1200e_icdar2015,198,{'input_size': [[64]]},8.482933044433593e-06
#281,dbnet_r18_fpnc_1200e_icdar2015,24,{'input_size': [[]]},8.716583251953126e-06
#282,dbnet_r18_fpnc_1200e_icdar2015,100,{'input_size': [[128]]},8.547306060791016e-06
#283,dbnet_r18_fpnc_1200e_icdar2015,100,{'input_size': [[256]]},8.492469787597656e-06
#284,dbnet_r18_fpnc_1200e_icdar2015,100,{'input_size': [[512]]},8.528232574462891e-06
#285,dbnet_r18_fpnc_1200e_icdar2015,54,"{'input_size': [[64, 256, 3, 3]]}",8.382797241210937e-06
#286,dbnet_r18_fpnc_1200e_icdar2015,36,"{'input_size': [[64, 64, 3, 3]]}",8.814334869384765e-06
#287,dbnet_r18_fpnc_1200e_icdar2015,27,"{'input_size': [[512, 512, 3, 3]]}",8.640289306640625e-06
#288,dbnet_r18_fpnc_1200e_icdar2015,27,"{'input_size': [[128, 128, 3, 3]]}",8.563995361328125e-06
#289,dbnet_r18_fpnc_1200e_icdar2015,27,"{'input_size': [[256, 256, 3, 3]]}",8.50677490234375e-06
#290,pspnet_unet_s5-d16_128x128_40k_chase_db1,132,{'input_size': [[64]]},8.380413055419922e-06
#291,pspnet_unet_s5-d16_128x128_40k_chase_db1,56,{'input_size': [[]]},8.327245712280273e-05
#292,pspnet_unet_s5-d16_128x128_40k_chase_db1,110,{'input_size': [[128]]},8.44717025756836e-06
#293,pspnet_unet_s5-d16_128x128_40k_chase_db1,110,{'input_size': [[256]]},8.554458618164063e-06
#294,pspnet_unet_s5-d16_128x128_40k_chase_db1,110,{'input_size': [[512]]},8.478164672851563e-06
#295,pspnet_unet_s5-d16_128x128_40k_chase_db1,44,{'input_size': [[1024]]},8.461475372314454e-06
#296,pspnet_unet_s5-d16_128x128_40k_chase_db1,110,{'input_size': [[16]]},8.699893951416016e-06
#297,pspnet_unet_s5-d16_128x128_40k_chase_db1,18,"{'input_size': [[128, 128, 3, 3]]}",8.616447448730469e-06
#298,pspnet_unet_s5-d16_128x128_40k_chase_db1,18,"{'input_size': [[64, 64, 3, 3]]}",8.826255798339844e-06
#299,pspnet_unet_s5-d16_128x128_40k_chase_db1,36,"{'input_size': [[16, 64, 1, 1]]}",8.652210235595703e-06
#300,crnn_toy_dataset,1572,{'input_size': [[256]]},8.578300476074218e-06
#301,crnn_toy_dataset,314,"{'input_size': [[256, 128, 3, 3]]}",8.592605590820312e-06
#302,crnn_toy_dataset,2202,{'input_size': [[512]]},8.71896743774414e-06
#303,crnn_toy_dataset,314,"{'input_size': [[64, 1, 3, 3]]}",8.702278137207031e-06
#304,crnn_toy_dataset,314,{'input_size': [[64]]},8.521080017089844e-06
#305,crnn_toy_dataset,314,"{'input_size': [[128, 64, 3, 3]]}",8.552074432373046e-06
#306,crnn_toy_dataset,314,{'input_size': [[128]]},8.525848388671875e-06
#307,crnn_toy_dataset,1884,"{'input_size': [[1024, 256]]}",8.511543273925782e-06
#308,crnn_toy_dataset,628,"{'input_size': [[1024, 512]]}",9.195804595947266e-06
#309,crnn_toy_dataset,2512,{'input_size': [[1024]]},8.559226989746093e-06
#310,res50_coco_256x192,140,{'input_size': [[64]]},8.49008560180664e-06
#311,res50_coco_256x192,53,{'input_size': [[]]},8.459091186523437e-06
#312,res50_coco_256x192,320,{'input_size': [[256]]},8.563995361328125e-06
#313,res50_coco_256x192,220,{'input_size': [[512]]},8.537769317626954e-06
#314,res50_coco_256x192,160,{'input_size': [[128]]},0.00022243261337280275
#315,res50_coco_256x192,140,{'input_size': [[1024]]},8.745193481445312e-06
#316,res50_coco_256x192,80,{'input_size': [[2048]]},8.389949798583984e-06
#317,res50_coco_256x192,45,"{'input_size': [[256, 1024, 1, 1]]}",8.776187896728516e-06
#318,res50_coco_256x192,54,"{'input_size': [[1024, 256, 1, 1]]}",8.578300476074218e-06
#319,res50_coco_256x192,54,"{'input_size': [[256, 256, 3, 3]]}",8.590221405029297e-06
#320,atss_r50_fpn_1x_coco,16,"{'input_size': [[128, 128, 3, 3]]}",9.591579437255859e-06
#321,atss_r50_fpn_1x_coco,73,{'input_size': [[]]},8.924007415771484e-06
#322,atss_r50_fpn_1x_coco,232,{'input_size': [[256]]},8.580684661865235e-06
#323,atss_r50_fpn_1x_coco,110,{'input_size': [[512]]},8.594989776611327e-06
#324,atss_r50_fpn_1x_coco,80,{'input_size': [[128]]},8.649826049804688e-06
#325,atss_r50_fpn_1x_coco,70,{'input_size': [[1024]]},8.383274078369141e-05
#326,atss_r50_fpn_1x_coco,40,{'input_size': [[2048]]},8.819103240966797e-06
#327,atss_r50_fpn_1x_coco,76,"{'input_size': [[256, 256, 3, 3]]}",8.511543273925782e-06
#328,atss_r50_fpn_1x_coco,24,"{'input_size': [[256, 1024, 1, 1]]}",8.552074432373046e-06
#329,atss_r50_fpn_1x_coco,24,"{'input_size': [[1024, 256, 1, 1]]}",8.609294891357422e-06
#330,fcos_r50_caffe_fpn_gn-head_1x_coco,57,"{'input_size': [[128, 512, 1, 1]]}",9.300708770751953e-06
#331,fcos_r50_caffe_fpn_gn-head_1x_coco,148,{'input_size': [[]]},8.623600006103516e-06
#332,fcos_r50_caffe_fpn_gn-head_1x_coco,496,{'input_size': [[256]]},8.747577667236328e-06
#333,fcos_r50_caffe_fpn_gn-head_1x_coco,57,"{'input_size': [[2048, 512, 1, 1]]}",8.673667907714844e-06
#334,fcos_r50_caffe_fpn_gn-head_1x_coco,57,"{'input_size': [[512, 512, 3, 3]]}",9.62972640991211e-06
#335,fcos_r50_caffe_fpn_gn-head_1x_coco,76,"{'input_size': [[512, 128, 1, 1]]}",8.516311645507812e-06
#336,fcos_r50_caffe_fpn_gn-head_1x_coco,76,"{'input_size': [[128, 128, 3, 3]]}",8.800029754638671e-06
#337,fcos_r50_caffe_fpn_gn-head_1x_coco,361,"{'input_size': [[256, 256, 3, 3]]}",8.554458618164063e-06
#338,fcos_r50_caffe_fpn_gn-head_1x_coco,114,"{'input_size': [[256, 1024, 1, 1]]}",8.313655853271484e-06
#339,fcos_r50_caffe_fpn_gn-head_1x_coco,114,"{'input_size': [[1024, 256, 1, 1]]}",8.39090347290039e-05
#340,upernet_r50_512x512_80k_ade20k,114,"{'input_size': [[1024, 256, 1, 1]]}",8.606910705566407e-06
#341,upernet_r50_512x512_80k_ade20k,136,{'input_size': [[]]},8.554458618164063e-06
#342,upernet_r50_512x512_80k_ade20k,294,{'input_size': [[64]]},8.723735809326173e-06
#343,upernet_r50_512x512_80k_ade20k,714,{'input_size': [[256]]},8.440017700195312e-06
#344,upernet_r50_512x512_80k_ade20k,966,{'input_size': [[512]]},8.58306884765625e-06
#345,upernet_r50_512x512_80k_ade20k,336,{'input_size': [[128]]},8.840560913085937e-06
#346,upernet_r50_512x512_80k_ade20k,294,{'input_size': [[1024]]},8.556842803955078e-06
#347,upernet_r50_512x512_80k_ade20k,168,{'input_size': [[2048]]},8.578300476074218e-06
#348,upernet_r50_512x512_80k_ade20k,114,"{'input_size': [[256, 256, 3, 3]]}",2.1030902862548827e-05
#349,upernet_r50_512x512_80k_ade20k,114,"{'input_size': [[512, 2048, 1, 1]]}",8.502006530761718e-06
#350,retinanet_r50_fpn_1x_coco,16,"{'input_size': [[128, 128, 3, 3]]}",8.385181427001954e-06
#351,retinanet_r50_fpn_1x_coco,53,{'input_size': [[]]},8.509159088134765e-06
#352,retinanet_r50_fpn_1x_coco,192,{'input_size': [[256]]},8.58306884765625e-06
#353,retinanet_r50_fpn_1x_coco,110,{'input_size': [[512]]},8.475780487060546e-06
#354,retinanet_r50_fpn_1x_coco,80,{'input_size': [[128]]},8.747577667236328e-06
#355,retinanet_r50_fpn_1x_coco,70,{'input_size': [[1024]]},8.609294891357422e-06
#356,retinanet_r50_fpn_1x_coco,40,{'input_size': [[2048]]},8.449554443359374e-06
#357,retinanet_r50_fpn_1x_coco,72,"{'input_size': [[256, 256, 3, 3]]}",8.499622344970703e-06
#358,retinanet_r50_fpn_1x_coco,24,"{'input_size': [[256, 1024, 1, 1]]}",4.7829151153564456e-05
#359,retinanet_r50_fpn_1x_coco,24,"{'input_size': [[1024, 256, 1, 1]]}",2.3186206817626953e-05
