id,source_neural_network,num_of_calls,parameters,running_time
#204,mask_rcnn_r50_fpn_1x_coco,42,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",5.43522834777832e-05
#205,mask_rcnn_r50_fpn_1x_coco,24,"{'input_size': [[2048]], 'dim': [], 'keepdim': []}",2.2192001342773437e-05
#206,mask_rcnn_r50_fpn_1x_coco,53,"{'input_size': [[256, 256, 3, 3]], 'dim': [], 'keepdim': []}",2.143383026123047e-05
#207,mask_rcnn_r50_fpn_1x_coco,18,"{'input_size': [[256, 1024, 1, 1]], 'dim': [], 'keepdim': []}",2.218484878540039e-05
#208,mask_rcnn_r50_fpn_1x_coco,146,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",0.0001375150680541992
#209,mask_rcnn_r50_fpn_1x_coco,56,"{'input_size': [[1024]], 'dim': [], 'keepdim': []}",3.97491455078125e-05
#210,mask_rcnn_r50_fpn_1x_coco,18,"{'input_size': [[1024, 256, 1, 1]], 'dim': [], 'keepdim': []}",2.879142761230469e-05
#211,mask_rcnn_r50_fpn_1x_coco,48,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",2.277374267578125e-05
#212,mask_rcnn_r50_fpn_1x_coco,66,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",2.2842884063720704e-05
#213,densenet121_4xb256_cifar10,8,"{'input_size': [[320]], 'dim': [], 'keepdim': []}",2.227783203125e-05
#214,densenet121_4xb256_cifar10,8,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",2.895355224609375e-05
#215,densenet121_4xb256_cifar10,8,"{'input_size': [[288]], 'dim': [], 'keepdim': []}",2.8400421142578126e-05
#216,densenet121_4xb256_cifar10,240,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",2.8510093688964843e-05
#217,densenet121_4xb256_cifar10,116,"{'input_size': [[32, 128, 3, 3]], 'dim': [], 'keepdim': []}",2.1522045135498046e-05
#218,densenet121_4xb256_cifar10,8,"{'input_size': [[224]], 'dim': [], 'keepdim': []}",2.1908283233642578e-05
#219,densenet121_4xb256_cifar10,12,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",2.7463436126708984e-05
#220,densenet121_4xb256_cifar10,8,"{'input_size': [[192]], 'dim': [], 'keepdim': []}",2.1824836730957033e-05
#221,densenet121_4xb256_cifar10,8,"{'input_size': [[160]], 'dim': [], 'keepdim': []}",2.2723674774169922e-05
#222,densenet121_4xb256_cifar10,12,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",2.2997856140136717e-05
#223,deeplabv3plus_r50-d8_512x512_80k_ade20k,21,"{'input_size': [[512, 2048, 1, 1]], 'dim': [], 'keepdim': []}",2.7697086334228516e-05
#224,deeplabv3plus_r50-d8_512x512_80k_ade20k,42,"{'input_size': [[2048]], 'dim': [], 'keepdim': []}",2.2597312927246094e-05
#225,deeplabv3plus_r50-d8_512x512_80k_ade20k,40,"{'input_size': [[2, 512, 512]], 'dim': [], 'keepdim': []}",2.7806758880615233e-05
#226,deeplabv3plus_r50-d8_512x512_80k_ade20k,122,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",2.218961715698242e-05
#227,deeplabv3plus_r50-d8_512x512_80k_ade20k,42,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",2.164602279663086e-05
#228,deeplabv3plus_r50-d8_512x512_80k_ade20k,48,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",2.1770000457763672e-05
#229,deeplabv3plus_r50-d8_512x512_80k_ade20k,40,"{'input_size': [[1]], 'dim': [], 'keepdim': []}",2.2575855255126953e-05
#230,deeplabv3plus_r50-d8_512x512_80k_ade20k,40,"{'input_size': [[]], 'dim': [], 'keepdim': []}",2.149343490600586e-05
#231,deeplabv3plus_r50-d8_512x512_80k_ade20k,102,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",2.2630691528320313e-05
#232,deeplabv3plus_r50-d8_512x512_80k_ade20k,42,"{'input_size': [[1024]], 'dim': [], 'keepdim': []}",2.285003662109375e-05
#233,cascade_rcnn_r50_fpn_1x_coco,24,"{'input_size': [[81, 1024]], 'dim': [], 'keepdim': []}",2.1910667419433595e-05
#234,cascade_rcnn_r50_fpn_1x_coco,42,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",2.2013187408447265e-05
#235,cascade_rcnn_r50_fpn_1x_coco,24,"{'input_size': [[2048]], 'dim': [], 'keepdim': []}",2.2993087768554687e-05
#236,cascade_rcnn_r50_fpn_1x_coco,33,"{'input_size': [[256, 256, 3, 3]], 'dim': [], 'keepdim': []}",3.333568572998047e-05
#237,cascade_rcnn_r50_fpn_1x_coco,24,"{'input_size': [[4, 1024]], 'dim': [], 'keepdim': []}",2.2897720336914064e-05
#238,cascade_rcnn_r50_fpn_1x_coco,123,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",2.4423599243164062e-05
#239,cascade_rcnn_r50_fpn_1x_coco,90,"{'input_size': [[1024]], 'dim': [], 'keepdim': []}",2.3205280303955078e-05
#240,cascade_rcnn_r50_fpn_1x_coco,80,"{'input_size': [[]], 'dim': [], 'keepdim': []}",2.3229122161865236e-05
#241,cascade_rcnn_r50_fpn_1x_coco,48,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",2.2938251495361327e-05
#242,cascade_rcnn_r50_fpn_1x_coco,66,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",2.9015541076660157e-05
#243,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,20,"{'input_size': [[1, 2048, 32, 16, 16]], 'dim': [[2]], 'keepdim': []}",2.7358531951904297e-05
#244,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,20,"{'input_size': [[1, 256, 32, 16, 16]], 'dim': [[2]], 'keepdim': []}",2.8696060180664062e-05
#245,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,6,"{'input_size': [[7]], 'dim': [], 'keepdim': []}",2.2227764129638673e-05
#246,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,12,"{'input_size': [[5]], 'dim': [], 'keepdim': []}",2.7649402618408203e-05
#247,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,140,"{'input_size': [[]], 'dim': [], 'keepdim': []}",2.712249755859375e-05
#248,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,24,"{'input_size': [[4]], 'dim': [], 'keepdim': []}",2.9218196868896484e-05
#249,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,6,"{'input_size': [[6]], 'dim': [], 'keepdim': []}",2.0895004272460938e-05
#250,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,60,"{'input_size': [[2]], 'dim': [], 'keepdim': []}",2.730846405029297e-05
#251,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,10,"{'input_size': [[2, 80]], 'dim': [], 'keepdim': []}",2.7980804443359375e-05
#252,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,12,"{'input_size': [[3]], 'dim': [], 'keepdim': []}",2.135038375854492e-05
#253,tsn_r50_1x1x3_75e_ucf101_rgb,75,"{'input_size': [[16, 3, 2048, 1, 1]], 'dim': [], 'keepdim': []}",2.1371841430664063e-05
#254,tsn_r50_1x1x3_75e_ucf101_rgb,225,"{'input_size': [[]], 'dim': [], 'keepdim': []}",2.8316974639892577e-05
#255,dbnet_r18_fpnc_1200e_icdar2015,34,"{'input_size': [[64, 256, 3, 3]], 'dim': [], 'keepdim': []}",2.260923385620117e-05
#256,dbnet_r18_fpnc_1200e_icdar2015,80,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",2.8171539306640624e-05
#257,dbnet_r18_fpnc_1200e_icdar2015,12,"{'input_size': [[64, 64, 3, 3]], 'dim': [], 'keepdim': []}",2.199411392211914e-05
#258,dbnet_r18_fpnc_1200e_icdar2015,30,"{'input_size': [[]], 'dim': [], 'keepdim': []}",2.8073787689208984e-05
#259,dbnet_r18_fpnc_1200e_icdar2015,30,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",2.230405807495117e-05
#260,dbnet_r18_fpnc_1200e_icdar2015,10,"{'input_size': [[1]], 'dim': [], 'keepdim': []}",2.306938171386719e-05
#261,dbnet_r18_fpnc_1200e_icdar2015,10,"{'input_size': [[64, 1, 2, 2]], 'dim': [], 'keepdim': []}",0.0001329803466796875
#262,dbnet_r18_fpnc_1200e_icdar2015,30,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",2.8977394104003908e-05
#263,dbnet_r18_fpnc_1200e_icdar2015,30,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",2.316474914550781e-05
#264,dbnet_r18_fpnc_1200e_icdar2015,10,"{'input_size': [[64, 64, 2, 2]], 'dim': [], 'keepdim': []}",2.3181438446044923e-05
#265,pspnet_unet_s5-d16_128x128_40k_chase_db1,32,"{'input_size': [[16]], 'dim': [], 'keepdim': []}",2.2923946380615236e-05
#266,pspnet_unet_s5-d16_128x128_40k_chase_db1,46,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",2.2890567779541017e-05
#267,pspnet_unet_s5-d16_128x128_40k_chase_db1,20,"{'input_size': [[1]], 'dim': [], 'keepdim': []}",2.2575855255126953e-05
#268,pspnet_unet_s5-d16_128x128_40k_chase_db1,20,"{'input_size': [[]], 'dim': [], 'keepdim': []}",2.2113323211669922e-05
#269,pspnet_unet_s5-d16_128x128_40k_chase_db1,40,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",2.2127628326416016e-05
#270,pspnet_unet_s5-d16_128x128_40k_chase_db1,20,"{'input_size': [[2, 128, 128]], 'dim': [], 'keepdim': []}",2.3567676544189452e-05
#271,pspnet_unet_s5-d16_128x128_40k_chase_db1,12,"{'input_size': [[16, 64, 1, 1]], 'dim': [], 'keepdim': []}",2.848386764526367e-05
#272,pspnet_unet_s5-d16_128x128_40k_chase_db1,40,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",3.1592845916748045e-05
#273,pspnet_unet_s5-d16_128x128_40k_chase_db1,16,"{'input_size': [[1024]], 'dim': [], 'keepdim': []}",2.8378963470458985e-05
#274,pspnet_unet_s5-d16_128x128_40k_chase_db1,40,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",2.3124217987060546e-05
#275,crnn_toy_dataset,5,"{'input_size': [[64, 1, 3, 3]], 'dim': [], 'keepdim': []}",2.2914409637451172e-05
#276,crnn_toy_dataset,5,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",2.8705596923828126e-05
#277,crnn_toy_dataset,5,"{'input_size': [[128, 64, 3, 3]], 'dim': [], 'keepdim': []}",2.869844436645508e-05
#278,crnn_toy_dataset,5,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",2.49481201171875e-05
#279,crnn_toy_dataset,315,"{'input_size': [[]], 'dim': [], 'keepdim': []}",2.7844905853271486e-05
#280,crnn_toy_dataset,24,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",2.1419525146484376e-05
#281,crnn_toy_dataset,24,"{'input_size': [[1024, 256]], 'dim': [], 'keepdim': []}",2.2804737091064454e-05
#282,crnn_toy_dataset,8,"{'input_size': [[1024, 512]], 'dim': [], 'keepdim': []}",2.309560775756836e-05
#283,crnn_toy_dataset,35,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",2.3784637451171876e-05
#284,crnn_toy_dataset,32,"{'input_size': [[1024]], 'dim': [], 'keepdim': []}",2.2132396697998046e-05
#285,res50_coco_256x192,10,"{'input_size': [[]], 'dim': [], 'keepdim': []}",2.1750926971435548e-05
#286,atss_r50_fpn_1x_coco,90,"{'input_size': [[]], 'dim': [], 'keepdim': []}",2.2869110107421875e-05
#287,atss_r50_fpn_1x_coco,42,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",2.221822738647461e-05
#288,atss_r50_fpn_1x_coco,24,"{'input_size': [[2048]], 'dim': [], 'keepdim': []}",2.1436214447021484e-05
#289,atss_r50_fpn_1x_coco,57,"{'input_size': [[256, 256, 3, 3]], 'dim': [], 'keepdim': []}",5.448579788208008e-05
#290,atss_r50_fpn_1x_coco,18,"{'input_size': [[256, 1024, 1, 1]], 'dim': [], 'keepdim': []}",2.913951873779297e-05
#291,atss_r50_fpn_1x_coco,168,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",2.257347106933594e-05
#292,atss_r50_fpn_1x_coco,42,"{'input_size': [[1024]], 'dim': [], 'keepdim': []}",2.156496047973633e-05
#293,atss_r50_fpn_1x_coco,18,"{'input_size': [[1024, 256, 1, 1]], 'dim': [], 'keepdim': []}",2.3229122161865236e-05
#294,atss_r50_fpn_1x_coco,48,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",2.1793842315673827e-05
#295,atss_r50_fpn_1x_coco,66,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",2.344846725463867e-05
#296,fcos_r50_caffe_fpn_gn-head_1x_coco,75,"{'input_size': [[]], 'dim': [], 'keepdim': []}",2.2935867309570313e-05
#297,fcos_r50_caffe_fpn_gn-head_1x_coco,42,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",3.274917602539063e-05
#298,fcos_r50_caffe_fpn_gn-head_1x_coco,24,"{'input_size': [[2048]], 'dim': [], 'keepdim': []}",2.7587413787841795e-05
#299,fcos_r50_caffe_fpn_gn-head_1x_coco,57,"{'input_size': [[256, 256, 3, 3]], 'dim': [], 'keepdim': []}",2.8045177459716796e-05
#300,fcos_r50_caffe_fpn_gn-head_1x_coco,18,"{'input_size': [[256, 1024, 1, 1]], 'dim': [], 'keepdim': []}",2.7251243591308593e-05
#301,fcos_r50_caffe_fpn_gn-head_1x_coco,168,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",2.2165775299072265e-05
#302,fcos_r50_caffe_fpn_gn-head_1x_coco,42,"{'input_size': [[1024]], 'dim': [], 'keepdim': []}",2.1779537200927733e-05
#303,fcos_r50_caffe_fpn_gn-head_1x_coco,18,"{'input_size': [[1024, 256, 1, 1]], 'dim': [], 'keepdim': []}",2.7515888214111327e-05
#304,fcos_r50_caffe_fpn_gn-head_1x_coco,48,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",2.2466182708740235e-05
#305,fcos_r50_caffe_fpn_gn-head_1x_coco,66,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",2.2227764129638673e-05
#306,upernet_r50_512x512_80k_ade20k,18,"{'input_size': [[512, 512, 3, 3]], 'dim': [], 'keepdim': []}",2.7742385864257812e-05
#307,upernet_r50_512x512_80k_ade20k,24,"{'input_size': [[2048]], 'dim': [], 'keepdim': []}",2.092599868774414e-05
#308,upernet_r50_512x512_80k_ade20k,40,"{'input_size': [[1]], 'dim': [], 'keepdim': []}",2.205848693847656e-05
#309,upernet_r50_512x512_80k_ade20k,142,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",2.3772716522216795e-05
#310,upernet_r50_512x512_80k_ade20k,42,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",2.1758079528808595e-05
#311,upernet_r50_512x512_80k_ade20k,48,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",2.811908721923828e-05
#312,upernet_r50_512x512_80k_ade20k,40,"{'input_size': [[]], 'dim': [], 'keepdim': []}",2.150297164916992e-05
#313,upernet_r50_512x512_80k_ade20k,40,"{'input_size': [[2, 512, 512]], 'dim': [], 'keepdim': []}",2.3338794708251953e-05
#314,upernet_r50_512x512_80k_ade20k,102,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",3.763675689697266e-05
#315,upernet_r50_512x512_80k_ade20k,42,"{'input_size': [[1024]], 'dim': [], 'keepdim': []}",2.7959346771240233e-05
#316,retinanet_r50_fpn_1x_coco,50,"{'input_size': [[]], 'dim': [], 'keepdim': []}",2.2413730621337892e-05
#317,retinanet_r50_fpn_1x_coco,42,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",3.569841384887695e-05
#318,retinanet_r50_fpn_1x_coco,24,"{'input_size': [[2048]], 'dim': [], 'keepdim': []}",2.8531551361083985e-05
#319,retinanet_r50_fpn_1x_coco,54,"{'input_size': [[256, 256, 3, 3]], 'dim': [], 'keepdim': []}",2.847909927368164e-05
#320,retinanet_r50_fpn_1x_coco,18,"{'input_size': [[256, 1024, 1, 1]], 'dim': [], 'keepdim': []}",2.1665096282958985e-05
#321,retinanet_r50_fpn_1x_coco,144,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",2.3255348205566408e-05
#322,retinanet_r50_fpn_1x_coco,42,"{'input_size': [[1024]], 'dim': [], 'keepdim': []}",2.190589904785156e-05
#323,retinanet_r50_fpn_1x_coco,18,"{'input_size': [[1024, 256, 1, 1]], 'dim': [], 'keepdim': []}",2.171754837036133e-05
#324,retinanet_r50_fpn_1x_coco,48,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",2.285003662109375e-05
#325,retinanet_r50_fpn_1x_coco,66,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",2.2945404052734374e-05
