id,source_neural_network,num_of_calls,parameters,running_time
#265,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,280,{'input_size': [[1024]]},9.238719940185547e-06
#266,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,160,{'input_size': [[2048]]},9.6893310546875e-06
#267,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,280,{'input_size': [[8]]},9.505748748779296e-06
#268,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,640,{'input_size': [[32]]},9.200572967529298e-06
#269,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,320,{'input_size': [[16]]},9.965896606445312e-06
#270,tsn_r50_1x1x3_75e_ucf101_rgb,1050,{'input_size': [[64]]},9.455680847167968e-06
#271,tsn_r50_1x1x3_75e_ucf101_rgb,296,"{'input_size': [[256, 64, 1, 1]]}",9.36269760131836e-06
#272,tsn_r50_1x1x3_75e_ucf101_rgb,2400,{'input_size': [[256]]},9.281635284423828e-06
#273,tsn_r50_1x1x3_75e_ucf101_rgb,1650,{'input_size': [[512]]},1.413106918334961e-05
#274,tsn_r50_1x1x3_75e_ucf101_rgb,1200,{'input_size': [[128]]},9.24825668334961e-06
#275,tsn_r50_1x1x3_75e_ucf101_rgb,1050,{'input_size': [[1024]]},9.698867797851562e-06
#276,tsn_r50_1x1x3_75e_ucf101_rgb,600,{'input_size': [[2048]]},9.989738464355468e-06
#277,tsn_r50_1x1x3_75e_ucf101_rgb,370,"{'input_size': [[256, 1024, 1, 1]]}",9.915828704833985e-06
#278,tsn_r50_1x1x3_75e_ucf101_rgb,444,"{'input_size': [[1024, 256, 1, 1]]}",9.450912475585938e-06
#279,tsn_r50_1x1x3_75e_ucf101_rgb,444,"{'input_size': [[256, 256, 3, 3]]}",9.601116180419923e-06
#280,dbnet_r18_fpnc_1200e_icdar2015,198,{'input_size': [[64]]},9.713172912597657e-06
#281,dbnet_r18_fpnc_1200e_icdar2015,24,{'input_size': [[]]},9.92298126220703e-06
#282,dbnet_r18_fpnc_1200e_icdar2015,100,{'input_size': [[128]]},9.720325469970704e-06
#283,dbnet_r18_fpnc_1200e_icdar2015,100,{'input_size': [[256]]},9.577274322509766e-06
#284,dbnet_r18_fpnc_1200e_icdar2015,100,{'input_size': [[512]]},9.474754333496094e-06
#285,dbnet_r18_fpnc_1200e_icdar2015,54,"{'input_size': [[64, 256, 3, 3]]}",9.205341339111328e-06
#286,dbnet_r18_fpnc_1200e_icdar2015,36,"{'input_size': [[64, 64, 3, 3]]}",9.713172912597657e-06
#287,dbnet_r18_fpnc_1200e_icdar2015,27,"{'input_size': [[512, 512, 3, 3]]}",9.083747863769532e-06
#288,dbnet_r18_fpnc_1200e_icdar2015,27,"{'input_size': [[128, 128, 3, 3]]}",9.055137634277343e-06
#289,dbnet_r18_fpnc_1200e_icdar2015,27,"{'input_size': [[256, 256, 3, 3]]}",9.064674377441407e-06
#290,pspnet_unet_s5-d16_128x128_40k_chase_db1,132,{'input_size': [[64]]},9.200572967529298e-06
#291,pspnet_unet_s5-d16_128x128_40k_chase_db1,56,{'input_size': [[]]},3.3962726593017575e-05
#292,pspnet_unet_s5-d16_128x128_40k_chase_db1,110,{'input_size': [[128]]},9.355545043945313e-06
#293,pspnet_unet_s5-d16_128x128_40k_chase_db1,110,{'input_size': [[256]]},9.531974792480468e-06
#294,pspnet_unet_s5-d16_128x128_40k_chase_db1,110,{'input_size': [[512]]},9.365081787109375e-06
#295,pspnet_unet_s5-d16_128x128_40k_chase_db1,44,{'input_size': [[1024]]},9.188652038574219e-06
#296,pspnet_unet_s5-d16_128x128_40k_chase_db1,110,{'input_size': [[16]]},9.467601776123047e-06
#297,pspnet_unet_s5-d16_128x128_40k_chase_db1,18,"{'input_size': [[128, 128, 3, 3]]}",9.548664093017577e-06
#298,pspnet_unet_s5-d16_128x128_40k_chase_db1,18,"{'input_size': [[64, 64, 3, 3]]}",9.768009185791015e-06
#299,pspnet_unet_s5-d16_128x128_40k_chase_db1,36,"{'input_size': [[16, 64, 1, 1]]}",9.295940399169922e-06
#300,crnn_toy_dataset,1572,{'input_size': [[256]]},9.665489196777344e-06
#301,crnn_toy_dataset,314,"{'input_size': [[256, 128, 3, 3]]}",9.360313415527343e-06
#302,crnn_toy_dataset,2202,{'input_size': [[512]]},9.114742279052734e-06
#303,crnn_toy_dataset,314,"{'input_size': [[64, 1, 3, 3]]}",9.963512420654297e-06
#304,crnn_toy_dataset,314,{'input_size': [[64]]},9.479522705078125e-06
#305,crnn_toy_dataset,314,"{'input_size': [[128, 64, 3, 3]]}",9.322166442871094e-06
#306,crnn_toy_dataset,314,{'input_size': [[128]]},9.174346923828124e-06
#307,crnn_toy_dataset,1884,"{'input_size': [[1024, 256]]}",9.579658508300781e-06
#308,crnn_toy_dataset,628,"{'input_size': [[1024, 512]]}",9.37938690185547e-06
#309,crnn_toy_dataset,2512,{'input_size': [[1024]]},9.572505950927734e-06
#310,res50_coco_256x192,140,{'input_size': [[64]]},9.205341339111328e-06
#311,res50_coco_256x192,53,{'input_size': [[]]},9.348392486572266e-06
#312,res50_coco_256x192,320,{'input_size': [[256]]},9.29117202758789e-06
#313,res50_coco_256x192,220,{'input_size': [[512]]},9.241104125976562e-06
#314,res50_coco_256x192,160,{'input_size': [[128]]},8.827924728393554e-05
#315,res50_coco_256x192,140,{'input_size': [[1024]]},1.0221004486083984e-05
#316,res50_coco_256x192,80,{'input_size': [[2048]]},9.827613830566406e-06
#317,res50_coco_256x192,45,"{'input_size': [[256, 1024, 1, 1]]}",9.551048278808594e-06
#318,res50_coco_256x192,54,"{'input_size': [[1024, 256, 1, 1]]}",9.219646453857422e-06
#319,res50_coco_256x192,54,"{'input_size': [[256, 256, 3, 3]]}",9.784698486328125e-06
#320,atss_r50_fpn_1x_coco,16,"{'input_size': [[128, 128, 3, 3]]}",9.305477142333985e-06
#321,atss_r50_fpn_1x_coco,73,{'input_size': [[]]},9.942054748535157e-06
#322,atss_r50_fpn_1x_coco,232,{'input_size': [[256]]},9.37938690185547e-06
#323,atss_r50_fpn_1x_coco,110,{'input_size': [[512]]},9.71078872680664e-06
#324,atss_r50_fpn_1x_coco,80,{'input_size': [[128]]},9.531974792480468e-06
#325,atss_r50_fpn_1x_coco,70,{'input_size': [[1024]]},3.4053325653076175e-05
#326,atss_r50_fpn_1x_coco,40,{'input_size': [[2048]]},9.944438934326172e-06
#327,atss_r50_fpn_1x_coco,76,"{'input_size': [[256, 256, 3, 3]]}",9.479522705078125e-06
#328,atss_r50_fpn_1x_coco,24,"{'input_size': [[256, 1024, 1, 1]]}",9.515285491943359e-06
#329,atss_r50_fpn_1x_coco,24,"{'input_size': [[1024, 256, 1, 1]]}",9.305477142333985e-06
#330,fcos_r50_caffe_fpn_gn-head_1x_coco,57,"{'input_size': [[128, 512, 1, 1]]}",9.684562683105468e-06
#331,fcos_r50_caffe_fpn_gn-head_1x_coco,148,{'input_size': [[]]},9.398460388183594e-06
#332,fcos_r50_caffe_fpn_gn-head_1x_coco,496,{'input_size': [[256]]},9.162425994873047e-06
#333,fcos_r50_caffe_fpn_gn-head_1x_coco,57,"{'input_size': [[2048, 512, 1, 1]]}",9.696483612060547e-06
#334,fcos_r50_caffe_fpn_gn-head_1x_coco,57,"{'input_size': [[512, 512, 3, 3]]}",9.775161743164062e-06
#335,fcos_r50_caffe_fpn_gn-head_1x_coco,76,"{'input_size': [[512, 128, 1, 1]]}",9.171962738037109e-06
#336,fcos_r50_caffe_fpn_gn-head_1x_coco,76,"{'input_size': [[128, 128, 3, 3]]}",9.603500366210938e-06
#337,fcos_r50_caffe_fpn_gn-head_1x_coco,361,"{'input_size': [[256, 256, 3, 3]]}",9.315013885498047e-06
#338,fcos_r50_caffe_fpn_gn-head_1x_coco,114,"{'input_size': [[256, 1024, 1, 1]]}",9.298324584960938e-06
#339,fcos_r50_caffe_fpn_gn-head_1x_coco,114,"{'input_size': [[1024, 256, 1, 1]]}",3.401994705200195e-05
#340,upernet_r50_512x512_80k_ade20k,114,"{'input_size': [[1024, 256, 1, 1]]}",9.911060333251953e-06
#341,upernet_r50_512x512_80k_ade20k,136,{'input_size': [[]]},9.481906890869141e-06
#342,upernet_r50_512x512_80k_ade20k,294,{'input_size': [[64]]},9.415149688720704e-06
#343,upernet_r50_512x512_80k_ade20k,714,{'input_size': [[256]]},9.472370147705077e-06
#344,upernet_r50_512x512_80k_ade20k,966,{'input_size': [[512]]},9.751319885253906e-06
#345,upernet_r50_512x512_80k_ade20k,336,{'input_size': [[128]]},9.970664978027344e-06
#346,upernet_r50_512x512_80k_ade20k,294,{'input_size': [[1024]]},9.677410125732423e-06
#347,upernet_r50_512x512_80k_ade20k,168,{'input_size': [[2048]]},9.219646453857422e-06
#348,upernet_r50_512x512_80k_ade20k,114,"{'input_size': [[256, 256, 3, 3]]}",9.453296661376953e-06
#349,upernet_r50_512x512_80k_ade20k,114,"{'input_size': [[512, 2048, 1, 1]]}",9.245872497558594e-06
#350,retinanet_r50_fpn_1x_coco,16,"{'input_size': [[128, 128, 3, 3]]}",9.505748748779296e-06
#351,retinanet_r50_fpn_1x_coco,53,{'input_size': [[]]},9.407997131347656e-06
#352,retinanet_r50_fpn_1x_coco,192,{'input_size': [[256]]},9.279251098632813e-06
#353,retinanet_r50_fpn_1x_coco,110,{'input_size': [[512]]},9.646415710449219e-06
#354,retinanet_r50_fpn_1x_coco,80,{'input_size': [[128]]},9.620189666748047e-06
#355,retinanet_r50_fpn_1x_coco,70,{'input_size': [[1024]]},9.784698486328125e-06
#356,retinanet_r50_fpn_1x_coco,40,{'input_size': [[2048]]},9.431838989257813e-06
#357,retinanet_r50_fpn_1x_coco,72,"{'input_size': [[256, 256, 3, 3]]}",9.148120880126953e-06
#358,retinanet_r50_fpn_1x_coco,24,"{'input_size': [[256, 1024, 1, 1]]}",1.9927024841308593e-05
#359,retinanet_r50_fpn_1x_coco,24,"{'input_size': [[1024, 256, 1, 1]]}",1.027822494506836e-05
