id,source_neural_network,num_of_calls,parameters,running_time,Mflops
#247,deeplabv3plus_r50-d8_512x512_80k_ade20k,294,{'input_size': [[2048]]},8.628368377685546e-06,237.3565789444598
#248,deeplabv3plus_r50-d8_512x512_80k_ade20k,114,"{'input_size': [[256, 256, 3, 3]]}",8.590221405029297e-06,68662.25818751041
#249,deeplabv3plus_r50-d8_512x512_80k_ade20k,114,"{'input_size': [[1024, 256, 1, 1]]}",8.807182312011718e-06,29764.797719978345
#250,cascade_rcnn_r50_fpn_1x_coco,16,"{'input_size': [[128, 128, 3, 3]]}",8.6212158203125e-06,17103.852063716815
#252,cascade_rcnn_r50_fpn_1x_coco,164,{'input_size': [[256]]},8.728504180908203e-06,29.329194864791038
#253,cascade_rcnn_r50_fpn_1x_coco,110,{'input_size': [[512]]},8.668899536132812e-06,59.061706490649065
#254,cascade_rcnn_r50_fpn_1x_coco,80,{'input_size': [[128]]},8.68082046508789e-06,14.745150013732491
#255,cascade_rcnn_r50_fpn_1x_coco,94,{'input_size': [[1024]]},8.540153503417969e-06,119.90416795086543
#256,cascade_rcnn_r50_fpn_1x_coco,40,{'input_size': [[2048]]},8.585453033447265e-06,238.54303226881422
#257,cascade_rcnn_r50_fpn_1x_coco,44,"{'input_size': [[256, 256, 3, 3]]}",8.661746978759765e-06,68095.27009347647
#258,cascade_rcnn_r50_fpn_1x_coco,24,"{'input_size': [[256, 1024, 1, 1]]}",8.654594421386718e-06,30289.57652275482
#259,cascade_rcnn_r50_fpn_1x_coco,24,"{'input_size': [[1024, 256, 1, 1]]}",8.494853973388672e-06,30859.15317923098
#260,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,720,{'input_size': [[64]]},8.568763732910156e-06,7.468988759042849
#261,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,114,"{'input_size': [[256, 256, 1, 3, 3]]}",8.454322814941406e-06,69765.96622944162
#262,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,800,{'input_size': [[256]]},8.721351623535156e-06,29.353248332422087
#263,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,440,{'input_size': [[512]]},8.513927459716797e-06,60.136758555026596
#264,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,600,{'input_size': [[128]]},8.797645568847656e-06,14.549347208672087
#265,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,280,{'input_size': [[1024]]},8.625984191894531e-06,118.71109165284687
#266,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,160,{'input_size': [[2048]]},8.597373962402344e-06,238.2122737659456
#267,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,280,{'input_size': [[8]]},8.692741394042969e-06,0.9203080636313767
#268,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,640,{'input_size': [[32]]},8.678436279296875e-06,3.68730021978022
#269,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,320,{'input_size': [[16]]},8.633136749267578e-06,1.8533240541286935
#270,tsn_r50_1x1x3_75e_ucf101_rgb,1050,{'input_size': [[64]]},8.616447448730469e-06,7.427655118981737
#271,tsn_r50_1x1x3_75e_ucf101_rgb,296,"{'input_size': [[256, 64, 1, 1]]}",8.521080017089844e-06,1922.760960716284
#272,tsn_r50_1x1x3_75e_ucf101_rgb,2400,{'input_size': [[256]]},8.563995361328125e-06,29.892589755011134
#273,tsn_r50_1x1x3_75e_ucf101_rgb,1650,{'input_size': [[512]]},1.40380859375e-05,36.47220869565217
#274,tsn_r50_1x1x3_75e_ucf101_rgb,1200,{'input_size': [[128]]},8.611679077148437e-06,14.8635357696567
#275,tsn_r50_1x1x3_75e_ucf101_rgb,1050,{'input_size': [[1024]]},8.714199066162109e-06,117.50936514363886
#276,tsn_r50_1x1x3_75e_ucf101_rgb,600,{'input_size': [[2048]]},8.699893951416016e-06,235.40516832008768
#277,tsn_r50_1x1x3_75e_ucf101_rgb,370,"{'input_size': [[256, 1024, 1, 1]]}",8.578300476074218e-06,30558.966864257924
#278,tsn_r50_1x1x3_75e_ucf101_rgb,444,"{'input_size': [[1024, 256, 1, 1]]}",8.592605590820312e-06,30508.091780688123
#279,tsn_r50_1x1x3_75e_ucf101_rgb,444,"{'input_size': [[256, 256, 3, 3]]}",8.640289306640625e-06,68264.38086357615
#280,dbnet_r18_fpnc_1200e_icdar2015,198,{'input_size': [[64]]},8.683204650878907e-06,7.370550686436023
#282,dbnet_r18_fpnc_1200e_icdar2015,100,{'input_size': [[128]]},8.368492126464844e-06,15.295467578347576
#283,dbnet_r18_fpnc_1200e_icdar2015,100,{'input_size': [[256]]},8.296966552734374e-06,30.85465011494253
#284,dbnet_r18_fpnc_1200e_icdar2015,100,{'input_size': [[512]]},8.502006530761718e-06,60.221078182837914
#285,dbnet_r18_fpnc_1200e_icdar2015,54,"{'input_size': [[64, 256, 3, 3]]}",8.368492126464844e-06,17620.37865025641
#286,dbnet_r18_fpnc_1200e_icdar2015,36,"{'input_size': [[64, 64, 3, 3]]}",8.49008560180664e-06,4342.0056909856785
#287,dbnet_r18_fpnc_1200e_icdar2015,27,"{'input_size': [[512, 512, 3, 3]]}",8.513927459716797e-06,277110.1834215626
#288,dbnet_r18_fpnc_1200e_icdar2015,27,"{'input_size': [[128, 128, 3, 3]]}",8.444786071777344e-06,17461.188329305478
#289,dbnet_r18_fpnc_1200e_icdar2015,27,"{'input_size': [[256, 256, 3, 3]]}",8.404254913330078e-06,70181.59326229787
#290,pspnet_unet_s5-d16_128x128_40k_chase_db1,132,{'input_size': [[64]]},8.246898651123048e-06,7.76049309048858
#292,pspnet_unet_s5-d16_128x128_40k_chase_db1,110,{'input_size': [[128]]},8.280277252197265e-06,15.458419579614167
#293,pspnet_unet_s5-d16_128x128_40k_chase_db1,110,{'input_size': [[256]]},8.423328399658203e-06,30.391786696858194
#294,pspnet_unet_s5-d16_128x128_40k_chase_db1,110,{'input_size': [[512]]},8.542537689208984e-06,59.935351604800445
#295,pspnet_unet_s5-d16_128x128_40k_chase_db1,44,{'input_size': [[1024]]},8.549690246582031e-06,119.7704209704406
#296,pspnet_unet_s5-d16_128x128_40k_chase_db1,110,{'input_size': [[16]]},8.79526138305664e-06,1.8191613987530495
#297,pspnet_unet_s5-d16_128x128_40k_chase_db1,18,"{'input_size': [[128, 128, 3, 3]]}",8.563995361328125e-06,17218.131698886413
#298,pspnet_unet_s5-d16_128x128_40k_chase_db1,18,"{'input_size': [[64, 64, 3, 3]]}",8.792877197265626e-06,4192.4843453362255
#299,pspnet_unet_s5-d16_128x128_40k_chase_db1,36,"{'input_size': [[16, 64, 1, 1]]}",8.521080017089844e-06,120.17256004476775
#300,crnn_toy_dataset,1572,{'input_size': [[256]]},8.537769317626954e-06,29.98441284557386
#301,crnn_toy_dataset,314,"{'input_size': [[256, 128, 3, 3]]}",8.509159088134765e-06,34658.18383995517
#302,crnn_toy_dataset,2202,{'input_size': [[512]]},8.649826049804688e-06,59.191941786108046
#303,crnn_toy_dataset,314,"{'input_size': [[64, 1, 3, 3]]}",8.67605209350586e-06,66.38964286892003
#304,crnn_toy_dataset,314,{'input_size': [[64]]},8.800029754638671e-06,7.272702682199946
#305,crnn_toy_dataset,314,"{'input_size': [[128, 64, 3, 3]]}",8.71896743774414e-06,8456.047178342904
#306,crnn_toy_dataset,314,{'input_size': [[128]]},8.661746978759765e-06,14.77761937792458
#307,crnn_toy_dataset,1884,"{'input_size': [[1024, 256]]}",8.552074432373046e-06,30652.679893392808
#308,crnn_toy_dataset,628,"{'input_size': [[1024, 512]]}",8.761882781982422e-06,59837.367498013606
#309,crnn_toy_dataset,2512,{'input_size': [[1024]]},8.444786071777344e-06,121.25825228684359
#310,res50_coco_256x192,140,{'input_size': [[64]]},8.41379165649414e-06,7.606558685179937
#312,res50_coco_256x192,320,{'input_size': [[256]]},8.463859558105469e-06,30.24624856338028
#313,res50_coco_256x192,220,{'input_size': [[512]]},8.509159088134765e-06,60.170458055477724
#314,res50_coco_256x192,160,{'input_size': [[128]]},8.701324462890625e-05,1.4710404208680403
#315,res50_coco_256x192,140,{'input_size': [[1024]]},8.678436279296875e-06,117.99360703296703
#316,res50_coco_256x192,80,{'input_size': [[2048]]},8.416175842285156e-06,243.340923286119
#317,res50_coco_256x192,45,"{'input_size': [[256, 1024, 1, 1]]}",8.609294891357422e-06,30448.951198449184
#318,res50_coco_256x192,54,"{'input_size': [[1024, 256, 1, 1]]}",8.666515350341797e-06,30247.912731114164
#319,res50_coco_256x192,54,"{'input_size': [[256, 256, 3, 3]]}",8.513927459716797e-06,69277.54585539065
#320,atss_r50_fpn_1x_coco,16,"{'input_size': [[128, 128, 3, 3]]}",8.728504180908203e-06,16893.61624211964
#322,atss_r50_fpn_1x_coco,232,{'input_size': [[256]]},8.461475372314454e-06,30.25477103409411
#323,atss_r50_fpn_1x_coco,110,{'input_size': [[512]]},8.50677490234375e-06,60.18732197309417
#324,atss_r50_fpn_1x_coco,80,{'input_size': [[128]]},8.358955383300782e-06,15.312918197375925
#325,atss_r50_fpn_1x_coco,70,{'input_size': [[1024]]},3.3767223358154296e-05,30.325265099202145
#326,atss_r50_fpn_1x_coco,40,{'input_size': [[2048]]},8.633136749267578e-06,237.22547892847277
#327,atss_r50_fpn_1x_coco,76,"{'input_size': [[256, 256, 3, 3]]}",8.378028869628906e-06,70401.28521616392
#328,atss_r50_fpn_1x_coco,24,"{'input_size': [[256, 1024, 1, 1]]}",8.568763732910156e-06,30592.97795703951
#329,atss_r50_fpn_1x_coco,24,"{'input_size': [[1024, 256, 1, 1]]}",8.487701416015625e-06,30885.158083595503
#330,fcos_r50_caffe_fpn_gn-head_1x_coco,57,"{'input_size': [[128, 512, 1, 1]]}",8.771419525146484e-06,7471.5386502854035
#332,fcos_r50_caffe_fpn_gn-head_1x_coco,496,{'input_size': [[256]]},8.664131164550782e-06,29.547105778756187
#333,fcos_r50_caffe_fpn_gn-head_1x_coco,57,"{'input_size': [[2048, 512, 1, 1]]}",8.449554443359374e-06,124098.37785282168
#334,fcos_r50_caffe_fpn_gn-head_1x_coco,57,"{'input_size': [[512, 512, 3, 3]]}",8.74042510986328e-06,269929.20485499187
#335,fcos_r50_caffe_fpn_gn-head_1x_coco,76,"{'input_size': [[512, 128, 1, 1]]}",8.606910705566407e-06,7614.346452742381
#336,fcos_r50_caffe_fpn_gn-head_1x_coco,76,"{'input_size': [[128, 128, 3, 3]]}",8.504390716552735e-06,17338.808259714046
#337,fcos_r50_caffe_fpn_gn-head_1x_coco,361,"{'input_size': [[256, 256, 3, 3]]}",8.637905120849609e-06,68283.22281247585
#338,fcos_r50_caffe_fpn_gn-head_1x_coco,114,"{'input_size': [[256, 1024, 1, 1]]}",8.585453033447265e-06,30533.50813040822
#339,fcos_r50_caffe_fpn_gn-head_1x_coco,114,"{'input_size': [[1024, 256, 1, 1]]}",3.3786296844482424e-05,7758.885242932749
#340,upernet_r50_512x512_80k_ade20k,114,"{'input_size': [[1024, 256, 1, 1]]}",8.568763732910156e-06,30592.97795703951
#342,upernet_r50_512x512_80k_ade20k,294,{'input_size': [[64]]},8.699893951416016e-06,7.35641151000274
#343,upernet_r50_512x512_80k_ade20k,714,{'input_size': [[256]]},8.561611175537109e-06,29.90091406293512
#344,upernet_r50_512x512_80k_ade20k,966,{'input_size': [[512]]},8.428096771240235e-06,60.74918381895332
#345,upernet_r50_512x512_80k_ade20k,336,{'input_size': [[128]]},8.404254913330078e-06,15.230380482269503
#346,upernet_r50_512x512_80k_ade20k,294,{'input_size': [[1024]]},8.215904235839844e-06,124.63631154962275
#347,upernet_r50_512x512_80k_ade20k,168,{'input_size': [[2048]]},8.645057678222656e-06,236.89836161059017
#348,upernet_r50_512x512_80k_ade20k,114,"{'input_size': [[256, 256, 3, 3]]}",9.455680847167968e-06,62377.739851134655
#349,upernet_r50_512x512_80k_ade20k,114,"{'input_size': [[512, 2048, 1, 1]]}",8.542537689208984e-06,122747.60008663131
#350,retinanet_r50_fpn_1x_coco,16,"{'input_size': [[128, 128, 3, 3]]}",8.50677490234375e-06,17333.94872825112
#352,retinanet_r50_fpn_1x_coco,192,{'input_size': [[256]]},8.268356323242187e-06,30.96141361014994
#353,retinanet_r50_fpn_1x_coco,110,{'input_size': [[512]]},8.23974609375e-06,62.13783703703703
#354,retinanet_r50_fpn_1x_coco,80,{'input_size': [[128]]},8.59975814819336e-06,14.884139506515108
#355,retinanet_r50_fpn_1x_coco,70,{'input_size': [[1024]]},8.418560028076172e-06,121.6360038516001
#356,retinanet_r50_fpn_1x_coco,40,{'input_size': [[2048]]},8.35418701171875e-06,245.14653515981735
#357,retinanet_r50_fpn_1x_coco,72,"{'input_size': [[256, 256, 3, 3]]}",8.580684661865235e-06,68738.57078343985
#358,retinanet_r50_fpn_1x_coco,24,"{'input_size': [[256, 1024, 1, 1]]}",1.9588470458984374e-05,13382.566063485881
#359,retinanet_r50_fpn_1x_coco,24,"{'input_size': [[1024, 256, 1, 1]]}",9.99927520751953e-06,26216.300137720555
