id,source_neural_network,num_of_calls,parameters,running_time,Mflops
#195,repvgg-A0_4xb64-coslr-120e_cifar10,117,"{'input_size': [[192, 192, 1, 1]], 'dim': [], 'keepdim': []}",1.4510154724121094e-05,2540.565603943477
#196,repvgg-A0_4xb64-coslr-120e_cifar10,18,"{'input_size': [[48, 48, 3, 3]], 'dim': [], 'keepdim': []}",1.510143280029297e-05,1373.1147417745499
#198,repvgg-A0_4xb64-coslr-120e_cifar10,117,"{'input_size': [[192, 192, 3, 3]], 'dim': [], 'keepdim': []}",1.4789104461669922e-05,22433.812734225372
#199,repvgg-A0_4xb64-coslr-120e_cifar10,192,"{'input_size': [[96]], 'dim': [], 'keepdim': []}",1.5137195587158204e-05,6.341993762797291
#200,repvgg-A0_4xb64-coslr-120e_cifar10,712,"{'input_size': [[192]], 'dim': [], 'keepdim': []}",1.8723011016845703e-05,10.254760830255954
#201,repvgg-A0_4xb64-coslr-120e_cifar10,27,"{'input_size': [[96, 96, 3, 3]], 'dim': [], 'keepdim': []}",1.8782615661621094e-05,4415.998362223914
#202,repvgg-A0_4xb64-coslr-120e_cifar10,27,"{'input_size': [[96, 96, 1, 1]], 'dim': [], 'keepdim': []}",1.420736312866211e-05,648.6777255244168
#204,mask_rcnn_r50_fpn_1x_coco,42,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",3.207206726074219e-05,1.995505917335712
#205,mask_rcnn_r50_fpn_1x_coco,24,"{'input_size': [[2048]], 'dim': [], 'keepdim': []}",1.4715194702148437e-05,139.17586830848995
#206,mask_rcnn_r50_fpn_1x_coco,53,"{'input_size': [[256, 256, 3, 3]], 'dim': [], 'keepdim': []}",1.4677047729492188e-05,40186.828500584794
#207,mask_rcnn_r50_fpn_1x_coco,18,"{'input_size': [[256, 1024, 1, 1]], 'dim': [], 'keepdim': []}",1.5203952789306641e-05,17241.832017814017
#208,mask_rcnn_r50_fpn_1x_coco,146,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",8.795976638793945e-05,2.9104215542243783
#209,mask_rcnn_r50_fpn_1x_coco,56,"{'input_size': [[1024]], 'dim': [], 'keepdim': []}",2.113819122314453e-05,48.44312312203925
#210,mask_rcnn_r50_fpn_1x_coco,18,"{'input_size': [[1024, 256, 1, 1]], 'dim': [], 'keepdim': []}",1.94549560546875e-05,13474.407203137254
#211,mask_rcnn_r50_fpn_1x_coco,48,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",1.5206336975097657e-05,8.41754330511132
#212,mask_rcnn_r50_fpn_1x_coco,66,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",1.6722679138183594e-05,30.61710362132877
#213,densenet121_4xb256_cifar10,8,"{'input_size': [[320]], 'dim': [], 'keepdim': []}",1.4712810516357422e-05,21.749753362502023
#214,densenet121_4xb256_cifar10,8,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",1.9252300262451172e-05,3.324278092879257
#215,densenet121_4xb256_cifar10,8,"{'input_size': [[288]], 'dim': [], 'keepdim': []}",1.912832260131836e-05,15.056207802567618
#216,densenet121_4xb256_cifar10,240,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",1.917123794555664e-05,6.676668474070389
#217,densenet121_4xb256_cifar10,116,"{'input_size': [[32, 128, 3, 3]], 'dim': [], 'keepdim': []}",1.432180404663086e-05,2573.9774039620443
#218,densenet121_4xb256_cifar10,8,"{'input_size': [[224]], 'dim': [], 'keepdim': []}",1.4531612396240235e-05,15.414669335520918
#219,densenet121_4xb256_cifar10,12,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",1.891613006591797e-05,13.533423544239978
#220,densenet121_4xb256_cifar10,8,"{'input_size': [[192]], 'dim': [], 'keepdim': []}",1.4290809631347656e-05,13.43520800800801
#221,densenet121_4xb256_cifar10,8,"{'input_size': [[160]], 'dim': [], 'keepdim': []}",1.535654067993164e-05,10.419013196708585
#222,densenet121_4xb256_cifar10,12,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",1.4927387237548828e-05,34.299371474205394
#223,deeplabv3plus_r50-d8_512x512_80k_ade20k,21,"{'input_size': [[512, 2048, 1, 1]], 'dim': [], 'keepdim': []}",1.869678497314453e-05,56083.225084213205
#224,deeplabv3plus_r50-d8_512x512_80k_ade20k,42,"{'input_size': [[2048]], 'dim': [], 'keepdim': []}",1.5106201171875e-05,135.57346262626263
#225,deeplabv3plus_r50-d8_512x512_80k_ade20k,40,"{'input_size': [[2, 512, 512]], 'dim': [], 'keepdim': []}",1.9152164459228515e-05,27374.869358297023
#226,deeplabv3plus_r50-d8_512x512_80k_ade20k,122,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",1.4300346374511718e-05,35.803328576192065
#227,deeplabv3plus_r50-d8_512x512_80k_ade20k,42,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",1.4657974243164062e-05,4.366224072869226
#228,deeplabv3plus_r50-d8_512x512_80k_ade20k,48,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",1.5115737915039062e-05,8.467995457413249
#229,deeplabv3plus_r50-d8_512x512_80k_ade20k,40,"{'input_size': [[1]], 'dim': [], 'keepdim': []}",1.5072822570800781e-05,0.06634457450173996
#231,deeplabv3plus_r50-d8_512x512_80k_ade20k,102,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",1.4960765838623047e-05,17.11142349003984
#232,deeplabv3plus_r50-d8_512x512_80k_ade20k,42,"{'input_size': [[1024]], 'dim': [], 'keepdim': []}",1.5070438385009766e-05,67.9475920898592
#233,cascade_rcnn_r50_fpn_1x_coco,24,"{'input_size': [[81, 1024]], 'dim': [], 'keepdim': []}",1.4629364013671875e-05,5669.692812516297
#234,cascade_rcnn_r50_fpn_1x_coco,42,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",1.4746189117431641e-05,4.3401043815683105
#235,cascade_rcnn_r50_fpn_1x_coco,24,"{'input_size': [[2048]], 'dim': [], 'keepdim': []}",1.4650821685791016e-05,139.78738148087876
#236,cascade_rcnn_r50_fpn_1x_coco,33,"{'input_size': [[256, 256, 3, 3]], 'dim': [], 'keepdim': []}",1.886606216430664e-05,31263.7578983445
#237,cascade_rcnn_r50_fpn_1x_coco,24,"{'input_size': [[4, 1024]], 'dim': [], 'keepdim': []}",1.5184879302978515e-05,269.7420189040666
#238,cascade_rcnn_r50_fpn_1x_coco,123,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",1.5056133270263672e-05,17.003037593032463
#239,cascade_rcnn_r50_fpn_1x_coco,90,"{'input_size': [[1024]], 'dim': [], 'keepdim': []}",1.4929771423339843e-05,68.58778818268924
#241,cascade_rcnn_r50_fpn_1x_coco,48,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",1.4650821685791016e-05,8.736711342554923
#242,cascade_rcnn_r50_fpn_1x_coco,66,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",1.9049644470214845e-05,26.877142027534415
#243,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,20,"{'input_size': [[1, 2048, 32, 16, 16]], 'dim': [[2]], 'keepdim': []}",1.8908977508544922e-05,887261.9364224435
#244,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,20,"{'input_size': [[1, 256, 32, 16, 16]], 'dim': [[2]], 'keepdim': []}",1.8966197967529296e-05,110573.13667137649
#245,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,6,"{'input_size': [[7]], 'dim': [], 'keepdim': []}",1.4934539794921875e-05,0.46871213282247765
#246,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,12,"{'input_size': [[5]], 'dim': [], 'keepdim': []}",1.8970966339111326e-05,0.2635606384315697
#248,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,24,"{'input_size': [[4]], 'dim': [], 'keepdim': []}",1.904010772705078e-05,0.21008284497871274
#249,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,6,"{'input_size': [[6]], 'dim': [], 'keepdim': []}",1.4297962188720703e-05,0.41964022011005503
#250,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,60,"{'input_size': [[2]], 'dim': [], 'keepdim': []}",1.8718242645263673e-05,0.10684763724366321
#251,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,10,"{'input_size': [[2, 80]], 'dim': [], 'keepdim': []}",1.8961429595947266e-05,8.438182321136678
#252,slowfast_context_kinetics_pretrained_r50_4x16x1_20e_ava_rgb,12,"{'input_size': [[3]], 'dim': [], 'keepdim': []}",1.4541149139404297e-05,0.2063110673880964
#253,tsn_r50_1x1x3_75e_ucf101_rgb,75,"{'input_size': [[16, 3, 2048, 1, 1]], 'dim': [], 'keepdim': []}",1.439809799194336e-05,6827.568478489817
#255,dbnet_r18_fpnc_1200e_icdar2015,34,"{'input_size': [[64, 256, 3, 3]], 'dim': [], 'keepdim': []}",1.5015602111816406e-05,9820.185624388696
#256,dbnet_r18_fpnc_1200e_icdar2015,80,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",1.913785934448242e-05,3.3441566712345834
#257,dbnet_r18_fpnc_1200e_icdar2015,12,"{'input_size': [[64, 64, 3, 3]], 'dim': [], 'keepdim': []}",1.5060901641845704e-05,2447.6622234605034
#259,dbnet_r18_fpnc_1200e_icdar2015,30,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",1.4894008636474609e-05,8.594059740675524
#260,dbnet_r18_fpnc_1200e_icdar2015,10,"{'input_size': [[1]], 'dim': [], 'keepdim': []}",1.5044212341308594e-05,0.06647074484944532
#261,dbnet_r18_fpnc_1200e_icdar2015,10,"{'input_size': [[64, 1, 2, 2]], 'dim': [], 'keepdim': []}",9.44662094116211e-05,2.7099637171268482
#262,dbnet_r18_fpnc_1200e_icdar2015,30,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",1.958608627319336e-05,26.141006062081555
#263,dbnet_r18_fpnc_1200e_icdar2015,30,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",1.5344619750976562e-05,16.68337203231821
#264,dbnet_r18_fpnc_1200e_icdar2015,10,"{'input_size': [[64, 64, 2, 2]], 'dim': [], 'keepdim': []}",1.5094280242919922e-05,1085.444270036329
#265,pspnet_unet_s5-d16_128x128_40k_chase_db1,32,"{'input_size': [[16]], 'dim': [], 'keepdim': []}",1.5175342559814453e-05,1.0543419324430479
#266,pspnet_unet_s5-d16_128x128_40k_chase_db1,46,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",1.5091896057128906e-05,4.240686508688784
#267,pspnet_unet_s5-d16_128x128_40k_chase_db1,20,"{'input_size': [[1]], 'dim': [], 'keepdim': []}",1.4874935150146485e-05,0.06722718384356467
#269,pspnet_unet_s5-d16_128x128_40k_chase_db1,40,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",1.4731884002685547e-05,8.688637514160867
#270,pspnet_unet_s5-d16_128x128_40k_chase_db1,20,"{'input_size': [[2, 128, 128]], 'dim': [], 'keepdim': []}",1.5003681182861328e-05,2183.997353758144
#271,pspnet_unet_s5-d16_128x128_40k_chase_db1,12,"{'input_size': [[16, 64, 1, 1]], 'dim': [], 'keepdim': []}",1.8868446350097656e-05,54.27049906494819
#272,pspnet_unet_s5-d16_128x128_40k_chase_db1,40,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",1.934051513671875e-05,13.236462327416172
#273,pspnet_unet_s5-d16_128x128_40k_chase_db1,16,"{'input_size': [[1024]], 'dim': [], 'keepdim': []}",1.8963813781738283e-05,53.99757726929846
#274,pspnet_unet_s5-d16_128x128_40k_chase_db1,40,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",1.5113353729248047e-05,33.87732525634958
#275,crnn_toy_dataset,5,"{'input_size': [[64, 1, 3, 3]], 'dim': [], 'keepdim': []}",1.5156269073486328e-05,38.004075884851346
#276,crnn_toy_dataset,5,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",1.9047260284423828e-05,3.360063287019652
#277,crnn_toy_dataset,5,"{'input_size': [[128, 64, 3, 3]], 'dim': [], 'keepdim': []}",1.9140243530273438e-05,3851.988606278027
#278,crnn_toy_dataset,5,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",1.5087127685546875e-05,8.484053603034134
#280,crnn_toy_dataset,24,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",1.405954360961914e-05,18.20827240969985
#281,crnn_toy_dataset,24,"{'input_size': [[1024, 256]], 'dim': [], 'keepdim': []}",1.499176025390625e-05,17485.87194300254
#282,crnn_toy_dataset,8,"{'input_size': [[1024, 512]], 'dim': [], 'keepdim': []}",1.5032291412353515e-05,34877.450524218875
#283,crnn_toy_dataset,35,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",1.514434814453125e-05,33.807991939546596
#284,crnn_toy_dataset,32,"{'input_size': [[1024]], 'dim': [], 'keepdim': []}",1.445770263671875e-05,70.82729709762532
#287,atss_r50_fpn_1x_coco,42,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",1.4700889587402343e-05,4.353478040869283
#288,atss_r50_fpn_1x_coco,24,"{'input_size': [[2048]], 'dim': [], 'keepdim': []}",1.4119148254394531e-05,145.05124268828098
#289,atss_r50_fpn_1x_coco,57,"{'input_size': [[256, 256, 3, 3]], 'dim': [], 'keepdim': []}",3.2124519348144533e-05,18360.55486489535
#290,atss_r50_fpn_1x_coco,18,"{'input_size': [[256, 1024, 1, 1]], 'dim': [], 'keepdim': []}",1.9299983978271485e-05,13582.601949054972
#291,atss_r50_fpn_1x_coco,168,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",1.461029052734375e-05,17.521896605744125
#292,atss_r50_fpn_1x_coco,42,"{'input_size': [[1024]], 'dim': [], 'keepdim': []}",1.4066696166992188e-05,72.79605586440678
#293,atss_r50_fpn_1x_coco,18,"{'input_size': [[1024, 256, 1, 1]], 'dim': [], 'keepdim': []}",1.5125274658203124e-05,17331.519983858765
#294,atss_r50_fpn_1x_coco,48,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",1.4121532440185546e-05,9.064172074962013
#295,atss_r50_fpn_1x_coco,66,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",1.487255096435547e-05,34.42583597306829
#297,fcos_r50_caffe_fpn_gn-head_1x_coco,42,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",1.9369125366210936e-05,3.304227671097981
#298,fcos_r50_caffe_fpn_gn-head_1x_coco,24,"{'input_size': [[2048]], 'dim': [], 'keepdim': []}",1.870393753051758e-05,109.49566082855321
#299,fcos_r50_caffe_fpn_gn-head_1x_coco,57,"{'input_size': [[256, 256, 3, 3]], 'dim': [], 'keepdim': []}",1.882314682006836e-05,31335.03689038632
#300,fcos_r50_caffe_fpn_gn-head_1x_coco,18,"{'input_size': [[256, 1024, 1, 1]], 'dim': [], 'keepdim': []}",1.8889904022216798e-05,13877.465957036475
#301,fcos_r50_caffe_fpn_gn-head_1x_coco,168,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",1.495361328125e-05,17.119608163265305
#302,fcos_r50_caffe_fpn_gn-head_1x_coco,42,"{'input_size': [[1024]], 'dim': [], 'keepdim': []}",1.4519691467285156e-05,70.52491454844007
#303,fcos_r50_caffe_fpn_gn-head_1x_coco,18,"{'input_size': [[1024, 256, 1, 1]], 'dim': [], 'keepdim': []}",1.9237995147705078e-05,13626.367923856735
#304,fcos_r50_caffe_fpn_gn-head_1x_coco,48,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",1.4798641204833984e-05,8.649442758176253
#305,fcos_r50_caffe_fpn_gn-head_1x_coco,66,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",1.5187263488769532e-05,33.712459152276296
#306,upernet_r50_512x512_80k_ade20k,18,"{'input_size': [[512, 512, 3, 3]], 'dim': [], 'keepdim': []}",1.8932819366455077e-05,124614.08701654704
#307,upernet_r50_512x512_80k_ade20k,24,"{'input_size': [[2048]], 'dim': [], 'keepdim': []}",1.4066696166992188e-05,145.59211172881356
#308,upernet_r50_512x512_80k_ade20k,40,"{'input_size': [[1]], 'dim': [], 'keepdim': []}",1.4803409576416016e-05,0.06755200515380898
#309,upernet_r50_512x512_80k_ade20k,142,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",1.5044212341308594e-05,34.033021362916
#310,upernet_r50_512x512_80k_ade20k,42,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",1.4259815216064454e-05,4.48813669954857
#311,upernet_r50_512x512_80k_ade20k,48,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",1.868009567260742e-05,6.852213299298022
#313,upernet_r50_512x512_80k_ade20k,40,"{'input_size': [[2, 512, 512]], 'dim': [], 'keepdim': []}",1.5091896057128906e-05,34739.703879178516
#314,upernet_r50_512x512_80k_ade20k,102,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",2.030372619628906e-05,12.608523062470644
#315,upernet_r50_512x512_80k_ade20k,42,"{'input_size': [[1024]], 'dim': [], 'keepdim': []}",1.9080638885498047e-05,53.6669660877171
#317,retinanet_r50_fpn_1x_coco,42,"{'input_size': [[64]], 'dim': [], 'keepdim': []}",1.9176006317138674e-05,3.337504115379833
#318,retinanet_r50_fpn_1x_coco,24,"{'input_size': [[2048]], 'dim': [], 'keepdim': []}",1.8994808197021485e-05,107.81893550897452
#319,retinanet_r50_fpn_1x_coco,54,"{'input_size': [[256, 256, 3, 3]], 'dim': [], 'keepdim': []}",1.9178390502929687e-05,30754.614153356542
#320,retinanet_r50_fpn_1x_coco,18,"{'input_size': [[256, 1024, 1, 1]], 'dim': [], 'keepdim': []}",1.4498233795166016e-05,18081.09896030258
#321,retinanet_r50_fpn_1x_coco,144,"{'input_size': [[256]], 'dim': [], 'keepdim': []}",1.5339851379394532e-05,16.688558035436742
#322,retinanet_r50_fpn_1x_coco,42,"{'input_size': [[1024]], 'dim': [], 'keepdim': []}",1.4674663543701171e-05,69.78013478472786
#323,retinanet_r50_fpn_1x_coco,18,"{'input_size': [[1024, 256, 1, 1]], 'dim': [], 'keepdim': []}",1.436471939086914e-05,18249.15564773444
#324,retinanet_r50_fpn_1x_coco,48,"{'input_size': [[128]], 'dim': [], 'keepdim': []}",1.5027523040771485e-05,8.51770445819451
#325,retinanet_r50_fpn_1x_coco,66,"{'input_size': [[512]], 'dim': [], 'keepdim': []}",1.5010833740234375e-05,34.10869834815756
